article_id,pmid,title_en,title_ja,username,decision,comment,flag_cause,flag_treatment,cat_physical,cat_brain,cat_psycho,cat_drug,direction_gpt,direction_gemini,condition_list_gpt,condition_list_gemini,year
714,38833653,Regional Burden of Enlarged Perivascular Spaces and Cognition and Neuropsychiatric Symptoms in Drug-Naive Patients With Parkinson Disease,パーキンソン病の未治療患者における血管周囲腔拡大の局所的負荷と認知機能・神経精神症状,kanemoto,1,PDにおいて側頭葉の血管周囲腔の拡大がアパシーと関係。PDでのアパシーの有病率はわかるかも,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2024
714,38833653,Regional Burden of Enlarged Perivascular Spaces and Cognition and Neuropsychiatric Symptoms in Drug-Naive Patients With Parkinson Disease,パーキンソン病の未治療患者における血管周囲腔拡大の局所的負荷と認知機能・神経精神症状,katakeda,1,神経基盤、未治療PDパーキンソン病患者480名（認知障害なし123名、軽度認知障害291名、認知症66名）、PDの有症率が把握できるが、認知症を含むなど対象が雑多ではある,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2024
715,31434232,Malnutrition is Associated with Behavioral and Psychiatric Symptoms of Dementia in Older Women with Mild Cognitive Impairment and Early-Stage Alzheimer's Disease,軽度認知障害および初期アルツハイマー病を有する高齢女性における認知症の行動・精神症状と栄養不良の関連性,kanemoto,2,健常高齢者、MCI、ADで、栄養状態と無関心が関係,0,0,1,1,0,0,1,1,軽度認知障害; 早期アルツハイマー型認知症,軽度認知障害、早期アルツハイマー病,2019
715,31434232,Malnutrition is Associated with Behavioral and Psychiatric Symptoms of Dementia in Older Women with Mild Cognitive Impairment and Early-Stage Alzheimer's Disease,軽度認知障害および初期アルツハイマー病を有する高齢女性における認知症の行動・精神症状と栄養不良の関連性,katakeda,1,栄養状態とアパシーとの関連を把握できる　栄養状態についての介入ではないが、、,0,0,0,1,1,0,1,1,軽度認知障害; 早期アルツハイマー型認知症,軽度認知障害、早期アルツハイマー病,2019
716,31092785,"[A homebound status is related to a reduction of meal intake in older outpatients, independent depressive mood and their physical function]",[在宅状態は、高齢外来患者の食事摂取量減少と関連し、抑うつ気分や身体機能とは独立している],kanemoto,0,日本語,0,0,0,0,0,0,4,2,地域在住高齢外来患者の閉じこもり状態; 高齢者の社会的引きこもり,高齢者の閉じこもり,2019
716,31092785,"[A homebound status is related to a reduction of meal intake in older outpatients, independent depressive mood and their physical function]",[在宅状態は、高齢外来患者の食事摂取量減少と関連し、抑うつ気分や身体機能とは独立している],katakeda,0,日本語,0,0,0,0,0,0,4,2,地域在住高齢外来患者の閉じこもり状態; 高齢者の社会的引きこもり,高齢者の閉じこもり,2019
717,34405224,Depressive symptom heterogeneity among older adults after hip fracture,大腿骨頸部骨折後の高齢者における抑うつ症状の異質性,kanemoto,2,大腿骨頸部骨折後の抑うつパターンで最多の身体症状型は、集中困難・活力低下・運動減少といった意欲低下と関連する特徴。,0,0,1,0,0,0,1,1,大腿骨頚部骨折後の高齢者うつ病・抑うつ症状,股関節骨折,2021
717,34405224,Depressive symptom heterogeneity among older adults after hip fracture,大腿骨頸部骨折後の高齢者における抑うつ症状の異質性,katakeda,1,大腿骨頸部骨折後のうつ、骨折後の有症率の把握に使える？,0,0,1,0,0,0,1,1,大腿骨頚部骨折後の高齢者うつ病・抑うつ症状,股関節骨折,2021
718,28895973,Development and Testing of a Neuropsychiatric Symptoms Model in Mild Cognitive Impairment,軽度認知障害における神経精神症状モデルの開発と検証,kanemoto,2,MCIにおいて年齢、アポリポプロテインE遺伝子e4アレルの保有、居住状況、併存疾患の程度がアパシーと関係,0,0,0,1,0,0,1,1,軽度認知障害,軽度認知障害,2018
718,28895973,Development and Testing of a Neuropsychiatric Symptoms Model in Mild Cognitive Impairment,軽度認知障害における神経精神症状モデルの開発と検証,katakeda,1,アポリポプロテインE遺伝子e4アレルの保有の有無と合わせて　MCIの有症率が把握できる？反面この論文で把握しなくてもとも思うが、、,0,0,0,1,0,0,1,1,軽度認知障害,軽度認知障害,2018
719,32000270,Efficacy and Safety of Psychostimulants for Alzheimer's Disease: A Systematic Review and Meta-Analysis,アルツハイマー病に対する精神刺激薬の有効性と安全性：系統的レビューとメタ分析,kanemoto,0,ADにおけるメチルフェニデート、モダフィニルの効果に関するレビュー。本邦適応外なので除外,0,0,0,0,0,0,1,2,アルツハイマー病,アルツハイマー病,2020
719,32000270,Efficacy and Safety of Psychostimulants for Alzheimer's Disease: A Systematic Review and Meta-Analysis,アルツハイマー病に対する精神刺激薬の有効性と安全性：系統的レビューとメタ分析,katakeda,0,日本では適応外,0,0,0,0,0,1,1,2,アルツハイマー病,アルツハイマー病,2020
720,29884723,Tau-induced focal neurotoxicity and network disruption related to apathy in Alzheimer's disease,アルツハイマー病におけるタウ誘発性局所神経毒性と無関心に関連するネットワーク障害,kanemoto,0,神経基盤研究。ADにおけるタウとアパシーの関係。AD 17例と少ない,0,0,0,1,0,0,1,1,アルツハイマー病,アルツハイマー病,2018
720,29884723,Tau-induced focal neurotoxicity and network disruption related to apathy in Alzheimer's disease,アルツハイマー病におけるタウ誘発性局所神経毒性と無関心に関連するネットワーク障害,katakeda,0,AD患者17、神経基盤,0,0,0,0,0,0,1,1,アルツハイマー病,アルツハイマー病,2018
721,28794518,Pre-stroke apathy symptoms are associated with an increased risk of delirium in stroke patients,脳卒中前無関心症状は脳卒中患者のせん妄リスク増加と関連する,kanemoto,2,脳卒中またはTIA前に無関心があると、入院後にせん妄リスクが高い,0,0,0,1,0,0,1,2,脳卒中; 一過性脳虚血発作,脳卒中,2017
721,28794518,Pre-stroke apathy symptoms are associated with an increased risk of delirium in stroke patients,脳卒中前無関心症状は脳卒中患者のせん妄リスク増加と関連する,katakeda,1,"精神症状→せん妄を検討した研究
脳卒中発症4週間以内の神経精神症状を把握するにはよい論文？606例",0,0,0,1,0,0,1,2,脳卒中; 一過性脳虚血発作,脳卒中,2017
722,39442414,The relationship between perceived engagement in meaningful activity and behavioral and psychological symptoms of dementia among assisted living residents,介護付き住宅居住者における有意義な活動への没頭感と認知症の行動・心理症状との関連性,kanemoto,1,施設入所の中等度-重度認知症患者で「意味のある活動」に関与すると、興奮は低下したが、アパシー、抑うつ、易刺激性は変化なし。,0,0,0,0,0,0,1,2,中等度〜重度認知症; 介護付き住宅入所高齢者,認知症,2024
722,39442414,The relationship between perceived engagement in meaningful activity and behavioral and psychological symptoms of dementia among assisted living residents,介護付き住宅居住者における有意義な活動への没頭感と認知症の行動・心理症状との関連性,katakeda,1,"中等度から重度の認知症を有する71名の介護付き住宅（AL）居住者
認知症、介護付き住宅に住居、この論文で有症率を拾わなくても、、",0,0,0,1,1,0,1,2,中等度〜重度認知症; 介護付き住宅入所高齢者,認知症,2024
723,28202373,Is fatigue associated with cognitive dysfunction in early Parkinson's disease?,初期パーキンソン病における疲労と認知機能障害の関連性,kanemoto,2,PDでの疲労とアパシーの関係,0,0,0,1,0,0,1,1,パーキンソン病（未治療・早期）,パーキンソン病,2017
723,28202373,Is fatigue associated with cognitive dysfunction in early Parkinson's disease?,初期パーキンソン病における疲労と認知機能障害の関連性,katakeda,1,新規発症で未治療のPD患者184名、この論文で把握する？,0,0,0,1,0,0,1,1,パーキンソン病（未治療・早期）,パーキンソン病,2017
724,30306414,Dopaminergic influences on risk preferences of Parkinson's disease patients,パーキンソン病患者のリスク選好に対するドーパミン作動性影響,kanemoto,1,PDにおけるリスク選好とアパシーとの関係,0,0,0,0,0,0,1,1,パーキンソン病,パーキンソン病,2019
724,30306414,Dopaminergic influences on risk preferences of Parkinson's disease patients,パーキンソン病患者のリスク選好に対するドーパミン作動性影響,katakeda,1,"レボドパ投与中のオン状態およびオフ状態におけるPD患者のリスク選好を定量的に評価
レボドパ　オン、オフでのアパシーを把握できる？",0,1,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2019
725,36119701,Poor sleep quality is associated with fatigue and depression in early Parkinson's disease: A longitudinal study in the PALS cohort,パーキンソン病初期における睡眠の質の低下は疲労感と抑うつと関連する：PALSコホートにおける縦断研究,kanemoto,2,PDでの睡眠不良群では、1年後の疲労感や抑うつが強い,0,0,0,1,0,0,1,1,早期パーキンソン病,パーキンソン病,2022
725,36119701,Poor sleep quality is associated with fatigue and depression in early Parkinson's disease: A longitudinal study in the PALS cohort,パーキンソン病初期における睡眠の質の低下は疲労感と抑うつと関連する：PALSコホートにおける縦断研究,katakeda,1,PD、睡眠障害、アパシーとの関連、ここまで細い条件分けいる？他の疾患の睡眠障害と汎用できるとも思えない、、,0,0,0,1,1,0,1,1,早期パーキンソン病,パーキンソン病,2022
726,27228158,Base Rates of Depressive Symptoms in Patients with Coronary Heart Disease: An Individual Symptom Analysis,冠動脈性心疾患患者における抑うつ症状の基本発生率：個別症状分析,kanemoto,2,冠動脈疾患での活力低下の有病率を報告,0,0,1,0,0,0,1,2,冠動脈疾患,冠状動脈性心疾患,2016
726,27228158,Base Rates of Depressive Symptoms in Patients with Coronary Heart Disease: An Individual Symptom Analysis,冠動脈性心疾患患者における抑うつ症状の基本発生率：個別症状分析,katakeda,2,合計1337名のCHD入院患者および外来患者を対象　有症率を把握できる？,0,0,1,0,0,0,1,2,冠動脈疾患,冠状動脈性心疾患,2016
727,30021532,Characteristics of facial expression recognition ability in patients with Lewy body disease,レビー小体型認知症患者の表情認識能力の特徴,kanemoto,1,LBDでのアパシーの頻度を報告しているかも,0,0,0,1,0,0,1,2,パーキンソン病; 認知症を伴うパーキンソン病; レビー小体型認知症,レビー小体病,2018
727,30021532,Characteristics of facial expression recognition ability in patients with Lewy body disease,レビー小体型認知症患者の表情認識能力の特徴,katakeda,1,外来・入院患者107名（60歳以上）　PD、PDD、DLBなどを含む　雑多,0,0,0,0,0,0,1,2,パーキンソン病; 認知症を伴うパーキンソン病; レビー小体型認知症,レビー小体病,2018
728,28826872,Determinants of behavioral and psychological symptoms of dementia: A scoping review of the evidence,認知症の行動・心理症状の決定要因：エビデンスの探索的レビュー,kanemoto,2,56のBPSD論文レビュー,0,0,0,1,0,0,1,1,アルツハイマー病を含む認知症全般; 神経変性疾患,認知症,2017
728,28826872,Determinants of behavioral and psychological symptoms of dementia: A scoping review of the evidence,認知症の行動・心理症状の決定要因：エビデンスの探索的レビュー,katakeda,0,精神症状→介護者の負担,0,0,0,0,0,0,1,1,アルツハイマー病を含む認知症全般; 神経変性疾患,認知症,2017
729,38766481,"Balance performance, falls-efficacy and social participation in patients with type 2 diabetes mellitus with and without vestibular dysfunction",平衡機能、転倒効力感、および前庭機能障害の有無による2型糖尿病患者の社会参加,kanemoto,2,2型糖尿病で前提機能障害が合併すると社会参加低下が強いことを報告。社会参加の低下を意欲低下と捉えるなら。,0,0,1,0,0,0,4,4,2型糖尿病; 前庭機能障害,2型糖尿病（前庭機能障害合併）,2024
729,38766481,"Balance performance, falls-efficacy and social participation in patients with type 2 diabetes mellitus with and without vestibular dysfunction",平衡機能、転倒効力感、および前庭機能障害の有無による2型糖尿病患者の社会参加,katakeda,1,DMの有症率を知るのは良いかも？？,0,0,1,0,0,0,4,4,2型糖尿病; 前庭機能障害,2型糖尿病（前庭機能障害合併）,2024
730,25516199,An autopsied case of corticobasal degeneration showing severe cerebral atrophy over a protracted disease course of 16 years,16年に及ぶ長期経過で重度の脳萎縮を示した皮質基底核変性症の剖検例,kanemoto,0,1例報告,0,0,0,0,0,0,1,1,皮質基底核変性症,大脳皮質基底核変性症,2015
730,25516199,An autopsied case of corticobasal degeneration showing severe cerebral atrophy over a protracted disease course of 16 years,16年に及ぶ長期経過で重度の脳萎縮を示した皮質基底核変性症の剖検例,katakeda,0,症例報告,0,0,0,0,0,0,1,1,皮質基底核変性症,大脳皮質基底核変性症,2015
731,30447861,Smart eldercare in Singapore: Negotiating agency and apathy at the margins,シンガポールにおけるスマート高齢者ケア：周縁部における主体性と無関心の交渉,kanemoto,0,高齢者のテクノロジーに対する無関心,0,0,0,0,0,0,2,1,nan,スマート技術利用 (環境要因),2018
731,30447861,Smart eldercare in Singapore: Negotiating agency and apathy at the margins,シンガポールにおけるスマート高齢者ケア：周縁部における主体性と無関心の交渉,katakeda,0,スマート高齢者ケア技術の試験導入前後でのアパシーを評価することができる？,0,0,0,0,1,0,2,1,nan,スマート技術利用 (環境要因),2018
732,25119700,Type and course of symptoms demonstrated in the terminal and dying phases by people with dementia in nursing homes,介護施設における認知症患者の終末期および臨終期に現れる症状の種類と経過,kanemoto,0,終末期でのアパシー。今回のスコープからは外れる。,0,0,0,0,0,0,1,1,認知症（終末期）,認知症,2015
732,25119700,Type and course of symptoms demonstrated in the terminal and dying phases by people with dementia in nursing homes,介護施設における認知症患者の終末期および臨終期に現れる症状の種類と経過,katakeda,0,特養入居者　終末期から死期にかけてのアパシー　いる？？,0,0,1,0,1,0,1,1,認知症（終末期）,認知症,2015
733,29661332,Voice Disorders in the Elderly,高齢者の音声障害,kanemoto,2,発声障害に伴う社会的引きこもりを扱った総説,0,0,1,0,0,0,4,4,高齢者の声帯老化（presbyphonia）; 高齢者の難聴,高齢者の音声障害,2018
733,29661332,Voice Disorders in the Elderly,高齢者の音声障害,katakeda,0,,0,0,0,0,0,0,4,4,高齢者の声帯老化（presbyphonia）; 高齢者の難聴,高齢者の音声障害,2018
734,31469297,The Edinburgh cognitive and behavioral amyotrophic lateral sclerosis screen (ECAS): sensitivity in differentiating between ALS and Alzheimer's disease in a Greek population,エディンバラ認知行動筋萎縮性側索硬化症スクリーニング（ECAS）：ギリシャ人集団におけるALSとアルツハイマー病の鑑別における感度,kanemoto,2,ADとALSの鑑別で、アパシーの頻度についても触れている,0,0,0,1,0,0,1,1,筋萎縮性側索硬化症; アルツハイマー型認知症,筋萎縮性側索硬化症 (ALS)、 アルツハイマー病,2020
734,31469297,The Edinburgh cognitive and behavioral amyotrophic lateral sclerosis screen (ECAS): sensitivity in differentiating between ALS and Alzheimer's disease in a Greek population,エディンバラ認知行動筋萎縮性側索硬化症スクリーニング（ECAS）：ギリシャ人集団におけるALSとアルツハイマー病の鑑別における感度,katakeda,1,ALS患者のアパシー有症率を知ることができる？？,0,0,0,1,0,0,1,1,筋萎縮性側索硬化症; アルツハイマー型認知症,筋萎縮性側索硬化症 (ALS)、 アルツハイマー病,2020
735,33393797,"Functional reserve: The residual variance in instrumental activities of daily living not explained by brain structure, cognition, and demographics",機能的予備能：脳構造、認知機能、人口統計学的要因では説明できない、手段的日常生活動作における残存分散,kanemoto,1,認知予備能とアパシーの関係。認知症の予防可能な因子にアパシーが挙げられるかも、という結論？病態・状態調査ではないが、アパシーのインパクトのエビデンスにはなる,0,0,0,1,1,0,1,2,高齢者の認知症; 軽度認知障害; 高齢者のアパシー,加齢に伴う認知・身体機能低下,2021
735,33393797,"Functional reserve: The residual variance in instrumental activities of daily living not explained by brain structure, cognition, and demographics",機能的予備能：脳構造、認知機能、人口統計学的要因では説明できない、手段的日常生活動作における残存分散,katakeda,1,アパシー→機能的リザーブ,0,0,0,0,0,0,1,2,高齢者の認知症; 軽度認知障害; 高齢者のアパシー,加齢に伴う認知・身体機能低下,2021
736,36335542,Motor and non-motor improvements following short-term multidisciplinary day-clinic care in Parkinson´s disease,パーキンソン病における短期多職種デイケア後の運動機能および非運動機能の改善,kanemoto,2,介入研究だが、ベースのアパシーを確認できるか。対応法論文としては採用できそうか。,0,1,0,1,0,0,1,2,パーキンソン病,パーキンソン病,2022
736,36335542,Motor and non-motor improvements following short-term multidisciplinary day-clinic care in Parkinson´s disease,パーキンソン病における短期多職種デイケア後の運動機能および非運動機能の改善,katakeda,1,PDのアパシーに対するデイケア介入の有効性が把握できる　病態把握には？？,0,1,0,1,0,0,1,2,パーキンソン病,パーキンソン病,2022
737,37381880,"Regional gray matter volume correlates with anxiety, apathy, and resilience in geriatric depression",老年期うつ病における不安、無関心、レジリエンスと局所灰白質容積の相関,kanemoto,1,うつ病でのベースのアパシーのデータがありそう。,0,0,0,0,1,0,1,1,高齢者うつ病,高齢者うつ病,2023
737,37381880,"Regional gray matter volume correlates with anxiety, apathy, and resilience in geriatric depression",老年期うつ病における不安、無関心、レジリエンスと局所灰白質容積の相関,katakeda,1,神経基盤、老年期うつ病の有症率を把握できる研究ではある？,0,0,0,0,1,0,1,1,高齢者うつ病,高齢者うつ病,2023
738,33329088,Regional White Matter Integrity Predicts Treatment Response to Escitalopram and Memantine in Geriatric Depression: A Pilot Study,高齢者うつ病におけるエスキタロプラムおよびメマンチン治療反応を予測する局所白質完全性：パイロット研究,kanemoto,1,高齢者うつ病でのエスシタロプラム＋メマンチンの介入研究。ベースのアパシーに触れてそうだが、38例とうつ病の対象としては数が少ない。うつ病に対してメマンチンは適応ないので、治療法リストに入れるのも微妙か,0,1,0,0,1,0,1,2,高齢者うつ病,高齢者うつ病,2020
738,33329088,Regional White Matter Integrity Predicts Treatment Response to Escitalopram and Memantine in Geriatric Depression: A Pilot Study,高齢者うつ病におけるエスキタロプラムおよびメマンチン治療反応を予測する局所白質完全性：パイロット研究,katakeda,1,"神経基盤
38 名の高齢うつ病患者（平均年齢 70.6 歳、SD = 7.2）の有症率を把握できるが限定的",0,0,0,0,1,0,1,2,高齢者うつ病,高齢者うつ病,2020
739,35142047,Association between CSF biomarkers of Alzheimer's disease and neuropsychiatric symptoms: Mayo Clinic Study of Aging,アルツハイマー病の脳脊髄液バイオマーカーと神経精神症状との関連：メイヨー・クリニック加齢研究,kanemoto,2,髄液中Aβ42濃度の低下、およびt-tau/Aβ42比・p-tau/Aβ42比の上昇はアパシーとも関係,0,0,0,1,0,0,1,1,プレクリニカルアルツハイマー病; 軽度認知障害,アルツハイマー病病態,2023
739,35142047,Association between CSF biomarkers of Alzheimer's disease and neuropsychiatric symptoms: Mayo Clinic Study of Aging,アルツハイマー病の脳脊髄液バイオマーカーと神経精神症状との関連：メイヨー・クリニック加齢研究,katakeda,1,"CSFバイオマーカー　50歳以上の784名（認知機能正常699名、軽度認知障害85名）
髄液中Aβ42濃度の低下、およびt-tau/Aβ42比・p-tau/Aβ42比　こんなに細かく把握する必要ある？",0,0,0,1,0,0,1,1,プレクリニカルアルツハイマー病; 軽度認知障害,アルツハイマー病病態,2023
740,27447426,FDG-PET and Neuropsychiatric Symptoms among Cognitively Normal Elderly Persons: The Mayo Clinic Study of Aging,FDG-PETと認知正常高齢者の神経精神症状：メイヨー・クリニック加齢研究,kanemoto,1,認知機能正常高齢者での神経画像研究,0,0,0,0,0,0,1,1,前臨床アルツハイマー病が疑われる高齢者; 高齢者うつ病・不安症状,アルツハイマー病（前駆症状）,2016
740,27447426,FDG-PET and Neuropsychiatric Symptoms among Cognitively Normal Elderly Persons: The Mayo Clinic Study of Aging,FDG-PETと認知正常高齢者の神経精神症状：メイヨー・クリニック加齢研究,katakeda,1,"脳器質的探索
70歳超の認知機能正常（CN）者　668名　CNの有症率を把握するには有用？",0,0,0,1,0,0,1,1,前臨床アルツハイマー病が疑われる高齢者; 高齢者うつ病・不安症状,アルツハイマー病（前駆症状）,2016
741,36464975,Mid- and Late-Life Physical Activity and Neuropsychiatric Symptoms in Dementia-Free Older Adults: Mayo Clinic Study of Aging,認知症のない高齢者を対象とした中年期および老年期の身体活動と神経精神症状：メイヨー・クリニック加齢研究,kanemoto,2,高齢者で身体活動が多いほどアパシーが少ない。身体活動は身体的要因？環境要因？対応法リストでの採用のみ？,0,1,1,0,1,0,1,1,認知症のない高齢者; 軽度認知障害,加齢 (認知症のない高齢者),2023
741,36464975,Mid- and Late-Life Physical Activity and Neuropsychiatric Symptoms in Dementia-Free Older Adults: Mayo Clinic Study of Aging,認知症のない高齢者を対象とした中年期および老年期の身体活動と神経精神症状：メイヨー・クリニック加齢研究,katakeda,1,"70歳以上の3,222名　中年期（参加者が50～65歳の時期）および晩年期（評価前年度）における身体活動
評価法が疑問　横断研究のため予測値？",0,0,0,1,0,0,1,1,認知症のない高齢者; 軽度認知障害,加齢 (認知症のない高齢者),2023
742,33724517,Neuropsychiatric symptoms and the outcome of cognitive trajectories in older adults free of dementia: The Mayo Clinic Study of Aging,認知症のない高齢者の神経精神症状と認知機能経過の転帰：メイヨー・クリニック加齢研究,kanemoto,2,認知症のない高齢者でのアパシーは、以降の認知機能低下速度が速い,0,0,0,1,0,0,1,1,認知症のない中高年・高齢者における神経精神症状（うつ病; アパシー; 不眠・夜間行動異常; 不安; 妄想; 幻覚など）,認知機能低下,2021
742,33724517,Neuropsychiatric symptoms and the outcome of cognitive trajectories in older adults free of dementia: The Mayo Clinic Study of Aging,認知症のない高齢者の神経精神症状と認知機能経過の転帰：メイヨー・クリニック加齢研究,katakeda,2,認知症のない正常高齢者のアパシーを把握できる,0,0,0,1,0,0,1,1,認知症のない中高年・高齢者における神経精神症状（うつ病; アパシー; 不眠・夜間行動異常; 不安; 妄想; 幻覚など）,認知機能低下,2021
743,39240639,Limbic Network Derangement Mediates Unawareness of Apathy in Mild Cognitive Impairment due to Alzheimer's Disease: Clues from [18F]FDG PET Voxel-Wise Analysis,アルツハイマー病による軽度認知障害における無気力感の自覚欠如を媒介する辺縁系ネットワークの異常：[18F]FDG PET ボクセル単位解析からの手がかり,kanemoto,0,神経基盤研究で28例とMCI-ADを対象とした研究としては少ない,0,0,0,0,0,0,1,1,アルツハイマー病による軽度認知障害（MCI-AD）,軽度認知障害／アルツハイマー病,2024
743,39240639,Limbic Network Derangement Mediates Unawareness of Apathy in Mild Cognitive Impairment due to Alzheimer's Disease: Clues from [18F]FDG PET Voxel-Wise Analysis,アルツハイマー病による軽度認知障害における無気力感の自覚欠如を媒介する辺縁系ネットワークの異常：[18F]FDG PET ボクセル単位解析からの手がかり,katakeda,0,MCI 28症例　母数に対して限定的,0,0,0,0,0,0,1,1,アルツハイマー病による軽度認知障害（MCI-AD）,軽度認知障害／アルツハイマー病,2024
744,39427932,Patient reported fatigue after proton therapy for malignant brain tumours - Is there a relation between radiation dose and brain structures?,悪性脳腫瘍に対する陽子線治療後の患者報告による疲労感 - 放射線量と脳構造との関連はあるか？,kanemoto,1,悪性脳腫瘍に対する陽子線治療の36ヶ月後、活動低下と意欲低下の両方が、脳・脳幹・海馬への放射線量増加と相関。治療法の影響であること、高齢者に限定していないことから、病態・状態調査に含めるか微妙,0,0,1,0,0,0,1,1,悪性脳腫瘍; 脳への放射線治療後状態,悪性脳腫瘍（陽子線治療後）,2025
744,39427932,Patient reported fatigue after proton therapy for malignant brain tumours - Is there a relation between radiation dose and brain structures?,悪性脳腫瘍に対する陽子線治療後の患者報告による疲労感 - 放射線量と脳構造との関連はあるか？,katakeda,1,神経基盤　悪性脳腫瘍に対するPBTを受けた成人患者167名　ファクター多い　状況がニッチ,0,0,0,0,0,0,1,1,悪性脳腫瘍; 脳への放射線治療後状態,悪性脳腫瘍（陽子線治療後）,2025
745,31446592,To eat is to practice-managing eating problems after head and neck cancer,食べることは実践である―頭頸部がん後の摂食障害管理,kanemoto,1,頭頸部癌サバイバーでの治療後の社会的食事の困難からの社会的引きこもり。治療法の影響であること、高齢者に限定していないことから、病態・状態調査に含めるか微妙。,0,0,1,0,0,0,4,1,頭頸部癌治療後,頭頸部がん,2019
745,31446592,To eat is to practice-managing eating problems after head and neck cancer,食べることは実践である―頭頸部がん後の摂食障害管理,katakeda,1,デンマーク人HNC生存者40名　条件がニッチ　文字起こししたインタビュー内容を質的内容分析法で分析した→評価尺度の使用ではない,0,0,0,0,0,0,4,1,頭頸部癌治療後,頭頸部がん,2019
746,38345702,Interventions to improve social network in older people with sensory impairment: a systematic review,感覚障害を有する高齢者の社会的ネットワーク改善のための介入：系統的レビュー,kanemoto,1,感覚障害を有する高齢者での社会的ネットワーク改善のための介入のレビュー。ベースでの社会的ネットワーク障害に関してもレビューで触れていそう。,0,1,1,0,0,0,4,4,高齢者の感覚障害（視覚・聴覚障害など）,感覚障害,2024
746,38345702,Interventions to improve social network in older people with sensory impairment: a systematic review,感覚障害を有する高齢者の社会的ネットワーク改善のための介入：系統的レビュー,katakeda,1,"感覚障害を有する高齢者の社会的ネットワーク改善を目的とした介入　
",0,0,0,0,0,0,4,4,高齢者の感覚障害（視覚・聴覚障害など）,感覚障害,2024
747,31327051,Moderate-to-high intensity exercise with person-centered guidance influences fatigue in older adults with rheumatoid arthritis,関節リウマチ高齢者の疲労に対する、個人中心の指導を伴う中強度～高強度の運動の影響,kanemoto,1,リウマチ患者に対して、運動が「意欲減退」「活動低下」「全般的な疲労感」に改善をもたらさなかった、という論文だが、ベースでの意欲低下のデータは本文にありそう,0,0,1,0,0,0,1,2,高齢者関節リウマチ,関節リウマチ,2019
747,31327051,Moderate-to-high intensity exercise with person-centered guidance influences fatigue in older adults with rheumatoid arthritis,関節リウマチ高齢者の疲労に対する、個人中心の指導を伴う中強度～高強度の運動の影響,katakeda,1,高齢RAの有症率を知るにはよい？　介入がジムか在宅かでニッチすぎる　36症例,0,0,1,0,1,0,1,2,高齢者関節リウマチ,関節リウマチ,2019
748,28597694,Everyday functioning of people with Parkinson's disease and impairments in executive function: a qualitative investigation,パーキンソン病患者の日常生活機能と実行機能障害：質的調査,kanemoto,2,PDのアパシー,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2018
748,28597694,Everyday functioning of people with Parkinson's disease and impairments in executive function: a qualitative investigation,パーキンソン病患者の日常生活機能と実行機能障害：質的調査,katakeda,0,パーキンソン病患者11名と介護者6名　限定的な症例,0,0,0,0,0,0,1,1,パーキンソン病,パーキンソン病,2018
749,31118162,Predictors of health-related quality of life in Parkinson's disease,パーキンソン病における健康関連QOLの予測因子,kanemoto,2,PDのアパシー,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2019
749,31118162,Predictors of health-related quality of life in Parkinson's disease,パーキンソン病における健康関連QOLの予測因子,katakeda,2,PD 102症例,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2019
750,29704671,Apathy in Alzheimer's disease and frontotemporal dementia: Distinct clinical profiles and neural correlates,アルツハイマー病および前頭側頭型認知症における無関心：異なる臨床プロファイルと神経相関,kanemoto,2,ADとFTDでアパシーを確認,0,0,0,1,0,0,1,1,アルツハイマー型認知症; 行動変異型前頭側頭型認知症,アルツハイマー病、前頭側頭型認知症,2018
750,29704671,Apathy in Alzheimer's disease and frontotemporal dementia: Distinct clinical profiles and neural correlates,アルツハイマー病および前頭側頭型認知症における無関心：異なる臨床プロファイルと神経相関,katakeda,1,神経基盤、122例（AD 53例、bvFTD 69例）の有症率を比較するには有用？,0,0,0,1,0,0,1,1,アルツハイマー型認知症; 行動変異型前頭側頭型認知症,アルツハイマー病、前頭側頭型認知症,2018
751,31085360,Cingulate infarction: A neuropsychological and neuroimaging study,帯状回梗塞：神経心理学的および神経画像学的研究,kanemoto,2,ACC梗塞7例でのアパシー,0,0,0,1,0,0,1,1,前帯状回梗塞; 後帯状回梗塞; 帯状回梗塞,帯状回梗塞（脳卒中）,2019
751,31085360,Cingulate infarction: A neuropsychological and neuroimaging study,帯状回梗塞：神経心理学的および神経画像学的研究,katakeda,0,7症例、帯状回梗塞、ニッチすぎる、、,0,0,0,0,0,0,1,1,前帯状回梗塞; 後帯状回梗塞; 帯状回梗塞,帯状回梗塞（脳卒中）,2019
752,40301021,[Factors associated with fatigue in patients with Parkinson's disease],[パーキンソン病患者の疲労に関連する要因],kanemoto,0,日本語,0,0,0,0,0,0,1,1,パーキンソン病,パーキンソン病,2025
752,40301021,[Factors associated with fatigue in patients with Parkinson's disease],[パーキンソン病患者の疲労に関連する要因],katakeda,0,日本語,0,0,0,0,0,0,1,1,パーキンソン病,パーキンソン病,2025
